age,gender,paid_contribution_1,paid_contribution_2,paid_contribution_3,paid_contribution_4,paid_contribution_5,is_spouse,is_absent,capital_resources,patient_type,distance_to_hospital,Label
82,f,yes,yes,yes,yes,yes,1,0,1831,in,45,1
92,f,yes,yes,yes,no,yes,1,0,2024,in,23,1
87,m,yes,yes,yes,yes,no,1,0,1522,out,50,1
85,m,yes,yes,yes,yes,yes,1,0,2259,out,98,1
74,m,yes,yes,yes,yes,yes,1,0,849,in,2,1
96,f,yes,yes,yes,yes,yes,1,0,1620,in,33,1
83,f,yes,yes,yes,yes,yes,1,0,2106,in,48,1
74,m,yes,yes,yes,yes,yes,1,0,744,out,94,1
79,m,yes,yes,yes,yes,no,1,0,388,out,89,1
97,f,yes,yes,yes,no,yes,1,0,669,in,31,1
99,m,yes,yes,yes,yes,yes,1,0,1667,in,47,1
78,f,no,yes,yes,yes,yes,1,0,2107,in,11,1
74,f,yes,yes,yes,yes,no,1,0,1770,in,0,1
99,f,yes,yes,yes,yes,yes,1,0,2948,out,92,1
96,f,yes,yes,yes,yes,yes,1,0,90,in,15,1
89,f,no,yes,yes,yes,yes,1,0,2128,in,49,1
91,f,no,yes,yes,yes,yes,1,0,2088,in,19,1
75,f,yes,no,yes,yes,yes,1,0,2555,in,18,1
97,m,yes,yes,no,yes,yes,1,0,2239,out,80,1
83,m,yes,yes,yes,yes,yes,1,0,664,out,98,1
97,m,yes,yes,yes,yes,yes,1,0,1182,out,74,1
75,m,yes,yes,yes,yes,yes,1,0,1420,out,52,1
77,m,no,yes,yes,yes,yes,1,0,34,out,56,1
91,f,yes,yes,yes,yes,yes,1,0,213,in,1,1
66,f,yes,yes,yes,yes,yes,1,0,1540,in,18,1
89,f,yes,yes,no,yes,yes,1,0,2102,in,11,1
68,m,yes,yes,yes,yes,yes,1,0,1926,out,63,1
90,f,yes,yes,yes,yes,yes,1,0,2882,in,6,1
80,f,no,yes,yes,yes,yes,1,0,2900,in,48,1
97,f,yes,yes,yes,yes,yes,1,0,2661,in,7,1
94,f,yes,yes,yes,yes,yes,1,0,2888,out,54,1
73,m,yes,yes,yes,yes,yes,1,0,998,in,49,1
88,m,yes,yes,no,yes,yes,1,0,2540,in,13,1
69,f,yes,yes,yes,yes,no,1,0,2409,in,42,1
92,m,yes,no,yes,yes,yes,1,0,1424,out,94,1
68,m,yes,yes,yes,yes,yes,1,0,2794,out,97,1
81,f,yes,no,yes,yes,yes,1,0,121,out,73,1
92,f,yes,yes,yes,yes,yes,1,0,2345,in,30,1
91,f,yes,yes,yes,yes,yes,1,0,2072,out,59,1
69,m,yes,yes,yes,yes,no,1,0,508,in,28,1
74,m,yes,yes,yes,yes,yes,1,0,2246,in,3,1
75,m,yes,yes,yes,no,yes,1,0,2257,out,63,1
84,f,yes,no,yes,yes,yes,1,0,2523,in,26,1
78,f,yes,yes,no,yes,yes,1,0,2123,out,82,1
82,f,yes,yes,yes,yes,no,1,0,1876,out,61,1
96,f,yes,yes,yes,yes,yes,1,0,2214,in,0,1
80,m,yes,yes,yes,yes,no,1,0,1438,in,6,1
96,f,yes,yes,yes,yes,no,1,0,441,in,9,1
86,f,no,yes,yes,yes,yes,1,0,601,in,46,1
98,f,yes,yes,yes,yes,no,1,0,487,out,82,1
62,f,yes,yes,yes,yes,yes,1,0,1398,out,56,1
94,f,yes,yes,yes,yes,no,1,0,993,in,17,1
83,m,yes,yes,yes,yes,yes,1,0,2926,in,47,1
93,f,yes,yes,yes,yes,yes,1,0,240,in,47,1
73,m,yes,yes,yes,yes,yes,1,0,1380,out,92,1
85,m,yes,yes,yes,yes,yes,1,0,1527,out,73,1
69,m,yes,yes,yes,no,yes,1,0,659,out,80,1
100,m,yes,yes,yes,yes,yes,1,0,698,in,5,1
92,f,yes,yes,yes,yes,yes,1,0,70,in,17,1
85,m,yes,yes,yes,yes,yes,1,0,1318,out,86,1
99,m,yes,no,yes,yes,yes,1,0,2859,in,48,1
90,m,no,yes,yes,yes,yes,1,0,1415,out,97,1
60,f,yes,yes,yes,no,yes,1,0,2607,in,37,1
70,m,yes,yes,yes,yes,yes,1,0,2080,out,89,1
81,f,yes,yes,yes,yes,yes,1,0,2236,in,25,1
88,m,yes,yes,yes,no,yes,1,0,2521,in,8,1
89,m,yes,yes,yes,yes,yes,1,0,1668,in,30,1
95,m,yes,yes,yes,no,yes,1,0,859,out,58,1
71,m,yes,yes,yes,yes,yes,1,0,339,in,37,1
88,m,yes,yes,no,yes,yes,1,0,1304,in,11,1
85,f,yes,yes,yes,yes,yes,1,0,2465,in,47,1
76,f,yes,yes,yes,yes,yes,1,0,995,in,9,1
78,f,yes,yes,yes,yes,yes,1,0,244,in,36,1
91,f,yes,yes,yes,yes,yes,1,0,2395,in,39,1
81,m,yes,yes,yes,yes,yes,1,0,484,in,39,1
74,m,yes,no,yes,yes,yes,1,0,493,out,92,1
100,m,yes,yes,no,yes,yes,1,0,1128,in,15,1
96,m,yes,yes,yes,no,yes,1,0,1157,in,20,1
69,f,yes,no,yes,yes,yes,1,0,2180,out,63,1
94,f,yes,yes,no,yes,yes,1,0,2691,in,38,1
95,m,yes,yes,yes,yes,yes,1,0,526,out,90,1
61,f,yes,yes,yes,yes,yes,1,0,1852,in,44,1
81,m,yes,yes,yes,yes,yes,1,0,2295,out,74,1
88,f,yes,yes,yes,yes,yes,1,0,2647,in,49,1
74,m,yes,yes,yes,yes,yes,1,0,2700,out,90,1
77,f,yes,yes,yes,yes,no,1,0,1467,in,16,1
93,m,yes,yes,no,yes,yes,1,0,1681,out,51,1
81,m,no,yes,yes,yes,yes,1,0,1860,in,46,1
88,f,yes,yes,yes,yes,yes,1,0,2608,out,88,1
65,f,yes,yes,yes,yes,yes,1,0,1041,out,93,1
85,m,yes,yes,yes,yes,yes,1,0,2405,in,15,1
64,f,yes,yes,yes,yes,yes,1,0,1010,out,70,1
99,m,yes,yes,no,yes,yes,1,0,2029,out,71,1
65,f,yes,yes,yes,yes,yes,1,0,1291,out,74,1
67,m,yes,yes,yes,yes,no,1,0,328,in,25,1
98,f,yes,yes,no,yes,yes,1,0,769,out,96,1
76,f,yes,yes,yes,no,yes,1,0,2240,out,90,1
75,m,yes,yes,yes,yes,yes,1,0,749,out,97,1
90,m,yes,yes,yes,yes,yes,1,0,422,out,72,1
72,m,yes,yes,yes,yes,yes,1,0,495,in,10,1
62,f,no,yes,yes,yes,yes,1,0,268,out,99,1
95,m,yes,yes,yes,yes,yes,1,0,1128,in,19,1
97,f,yes,yes,no,yes,yes,1,0,2285,in,44,1
81,m,yes,yes,yes,yes,yes,1,0,253,out,71,1
68,m,yes,yes,yes,yes,yes,1,0,1026,in,37,1
85,m,yes,yes,yes,yes,yes,1,0,2995,in,27,1
67,m,yes,yes,yes,yes,yes,1,0,1822,out,83,1
75,m,yes,yes,yes,yes,yes,1,0,731,in,38,1
95,f,yes,yes,yes,yes,no,1,0,1871,out,99,1
84,f,yes,yes,yes,yes,yes,1,0,75,in,49,1
94,f,yes,yes,yes,yes,yes,1,0,681,out,83,1
80,m,yes,yes,yes,yes,yes,1,0,2500,in,17,1
87,f,yes,yes,yes,yes,no,1,0,685,out,70,1
75,f,yes,yes,yes,yes,no,1,0,2809,in,12,1
95,f,yes,yes,yes,yes,no,1,0,100,out,95,1
98,f,yes,yes,no,yes,yes,1,0,1564,in,36,1
79,m,yes,yes,yes,yes,yes,1,0,1651,out,65,1
73,f,yes,yes,yes,yes,yes,1,0,2153,out,86,1
61,f,yes,yes,no,yes,yes,1,0,1307,out,72,1
79,f,yes,yes,yes,yes,yes,1,0,2174,in,24,1
78,m,yes,yes,yes,yes,yes,1,0,246,in,30,1
68,f,yes,yes,yes,yes,yes,1,0,913,out,65,1
100,m,yes,no,yes,yes,yes,1,0,2900,in,49,1
78,m,yes,no,yes,yes,yes,1,0,366,in,48,1
70,m,yes,yes,yes,yes,yes,1,0,281,in,49,1
92,m,yes,yes,yes,yes,no,1,0,2354,in,14,1
100,m,yes,yes,yes,yes,yes,1,0,2455,in,0,1
77,m,yes,yes,yes,yes,yes,1,0,747,out,74,1
84,m,yes,yes,yes,yes,no,1,0,2330,out,71,1
72,m,yes,yes,no,yes,yes,1,0,1520,in,9,1
75,m,no,yes,yes,yes,yes,1,0,1813,out,52,1
76,m,yes,yes,no,yes,yes,1,0,2392,in,5,1
96,m,yes,yes,yes,yes,no,1,0,2849,out,61,1
84,m,yes,no,yes,yes,yes,1,0,714,in,34,1
83,f,yes,yes,yes,yes,yes,1,0,2532,in,35,1
83,f,yes,no,yes,yes,yes,1,0,2572,out,70,1
83,f,yes,yes,yes,yes,yes,1,0,1921,in,41,1
80,f,yes,yes,yes,yes,yes,1,0,522,out,100,1
78,m,yes,yes,yes,yes,yes,1,0,713,out,63,1
91,f,yes,yes,yes,yes,yes,1,0,644,out,89,1
99,f,yes,yes,yes,yes,yes,1,0,905,out,73,1
90,m,yes,yes,yes,no,yes,1,0,548,out,56,1
68,f,yes,yes,yes,no,yes,1,0,2102,out,64,1
79,m,yes,yes,yes,no,yes,1,0,2034,out,69,1
83,f,yes,no,yes,yes,yes,1,0,126,out,87,1
64,f,yes,yes,yes,yes,no,1,0,2905,in,12,1
99,m,no,yes,yes,yes,yes,1,0,1533,in,18,1
87,m,yes,yes,yes,yes,yes,1,0,1359,out,77,1
69,f,yes,yes,yes,yes,yes,1,0,938,in,22,1
80,f,no,yes,yes,yes,yes,1,0,68,out,92,1
96,m,yes,yes,yes,yes,yes,1,0,504,out,88,1
82,f,yes,yes,yes,yes,no,1,0,541,in,13,1
73,m,yes,yes,yes,yes,yes,1,0,93,out,86,1
86,f,yes,yes,yes,yes,yes,1,0,2329,in,9,1
75,f,yes,yes,yes,yes,no,1,0,1180,out,54,1
92,f,yes,yes,yes,yes,yes,1,0,2999,in,14,1
96,m,yes,yes,yes,yes,yes,1,0,2994,out,70,1
65,f,yes,yes,yes,yes,yes,1,0,1199,out,96,1
77,f,no,yes,yes,yes,yes,1,0,801,in,7,1
75,f,yes,yes,no,yes,yes,1,0,1460,out,98,1
75,m,yes,yes,yes,yes,yes,1,0,2446,out,81,1
61,f,yes,yes,yes,yes,yes,1,0,2393,in,20,1
86,f,no,yes,yes,yes,yes,1,0,2878,in,6,1
68,f,yes,yes,yes,yes,yes,1,0,2628,out,70,1
92,f,yes,yes,yes,yes,yes,1,0,2356,out,63,1
68,m,yes,yes,yes,yes,yes,1,0,56,in,45,1
83,f,yes,no,yes,yes,yes,1,0,2676,in,25,1
88,m,yes,yes,yes,yes,yes,1,0,45,in,35,1
70,f,yes,yes,yes,yes,yes,1,0,2826,in,41,1
85,m,yes,yes,yes,yes,yes,1,0,1134,in,0,1
78,f,yes,yes,yes,yes,yes,1,0,2142,out,87,1
89,m,yes,no,yes,yes,yes,1,0,2920,in,27,1
86,m,yes,yes,no,yes,yes,1,0,2996,in,38,1
87,m,yes,yes,yes,yes,yes,1,0,1192,in,21,1
78,m,yes,yes,yes,yes,yes,1,0,685,out,59,1
67,f,no,yes,yes,yes,yes,1,0,2587,in,47,1
83,f,yes,yes,yes,yes,yes,1,0,2722,out,95,1
86,m,yes,yes,yes,yes,yes,1,0,79,in,42,1
86,m,yes,yes,yes,no,yes,1,0,1498,out,98,1
77,m,yes,no,yes,yes,yes,1,0,2134,in,7,1
89,f,yes,yes,yes,yes,yes,1,0,2713,out,86,1
66,m,yes,yes,yes,yes,yes,1,0,683,out,69,1
99,f,yes,yes,yes,yes,yes,1,0,1294,out,95,1
80,m,no,yes,yes,yes,yes,1,0,1701,out,51,1
96,f,yes,yes,yes,yes,no,1,0,1625,in,16,1
64,f,yes,yes,yes,yes,yes,1,0,2448,out,54,1
63,f,yes,no,yes,yes,yes,1,0,393,out,63,1
83,m,no,yes,yes,yes,yes,1,0,360,out,62,1
72,m,yes,yes,yes,yes,yes,1,0,2174,out,81,1
75,f,yes,no,yes,yes,yes,1,0,832,out,89,1
82,m,yes,yes,yes,yes,yes,1,0,1528,in,25,1
74,m,yes,yes,no,yes,yes,1,0,652,out,98,1
62,f,yes,yes,yes,yes,yes,1,0,2369,out,84,1
75,f,no,yes,yes,yes,yes,1,0,1457,in,4,1
77,f,yes,yes,yes,yes,yes,1,0,1588,in,2,1
86,m,yes,no,yes,yes,yes,1,0,1899,in,7,1
86,f,yes,yes,yes,yes,no,1,0,2755,out,81,1
68,f,yes,yes,yes,yes,no,1,0,390,in,40,1
74,m,yes,yes,yes,yes,yes,1,0,2308,out,75,1
71,f,yes,yes,yes,yes,yes,1,0,895,out,67,1
70,m,yes,yes,yes,no,yes,1,0,224,out,58,1
88,m,no,yes,yes,yes,yes,1,0,2524,out,88,1
78,m,yes,yes,yes,yes,yes,1,0,1371,in,36,1
94,m,yes,yes,yes,yes,yes,1,0,2653,out,86,1
65,m,yes,yes,no,yes,yes,1,0,225,out,54,1
95,m,yes,yes,yes,yes,no,1,0,166,in,41,1
82,m,yes,yes,yes,yes,yes,1,0,979,in,0,1
82,f,yes,yes,yes,yes,yes,1,0,2269,out,51,1
92,f,yes,yes,no,yes,yes,1,0,926,in,38,1
65,f,yes,yes,yes,no,yes,1,0,1324,out,68,1
70,f,yes,no,yes,yes,yes,1,0,1958,in,14,1
68,m,no,yes,yes,yes,yes,1,0,866,in,14,1
86,f,yes,yes,yes,yes,no,1,0,131,out,87,1
61,f,yes,yes,yes,yes,no,1,0,1001,out,67,1
87,f,yes,yes,yes,yes,yes,1,0,496,out,52,1
93,m,yes,yes,yes,yes,yes,1,0,979,out,100,1
68,m,yes,yes,yes,yes,no,1,0,202,out,66,1
90,f,no,yes,yes,yes,yes,1,0,361,out,50,1
93,m,yes,no,yes,yes,yes,1,0,1879,in,25,1
77,m,yes,yes,yes,yes,yes,1,0,2997,out,96,1
66,f,yes,yes,yes,yes,yes,1,0,1777,in,30,1
89,m,yes,yes,yes,no,yes,1,0,2160,in,0,1
97,m,yes,yes,yes,yes,no,1,0,2340,in,35,1
82,m,yes,yes,yes,yes,yes,1,0,1087,out,94,1
69,m,yes,yes,yes,yes,no,1,0,1077,out,57,1
87,f,yes,yes,yes,yes,yes,1,0,806,in,18,1
65,m,yes,no,yes,yes,yes,1,0,221,in,18,1
93,f,yes,yes,yes,no,yes,1,0,714,out,83,1
68,f,yes,yes,yes,yes,yes,1,0,295,out,96,1
69,m,yes,yes,yes,yes,yes,1,0,752,out,93,1
96,m,yes,yes,yes,yes,no,1,0,906,out,90,1
63,f,no,yes,yes,yes,yes,1,0,2307,out,60,1
80,m,yes,yes,yes,no,yes,1,0,2945,in,20,1
73,f,yes,yes,yes,yes,yes,1,0,2084,out,81,1
74,m,yes,yes,yes,yes,yes,1,0,2859,in,11,1
82,m,yes,yes,yes,yes,yes,1,0,1116,in,0,1
75,f,yes,yes,yes,yes,yes,1,0,136,in,20,1
70,f,yes,yes,yes,yes,yes,1,0,1846,out,76,1
97,f,yes,yes,yes,yes,yes,1,0,865,in,2,1
72,m,yes,yes,yes,yes,yes,1,0,1768,out,86,1
73,f,yes,yes,yes,yes,no,1,0,469,in,32,1
76,f,yes,yes,yes,no,yes,1,0,2939,out,85,1
94,f,yes,no,yes,yes,yes,1,0,1727,in,7,1
67,m,yes,yes,yes,no,yes,1,0,313,in,13,1
75,m,yes,yes,yes,no,yes,1,0,151,out,91,1
68,m,yes,yes,yes,yes,yes,1,0,881,out,87,1
92,m,yes,yes,no,yes,yes,1,0,1450,in,35,1
79,f,yes,yes,yes,yes,yes,1,0,1191,out,54,1
75,m,yes,yes,yes,yes,yes,1,0,793,out,51,1
74,f,yes,yes,yes,yes,yes,1,0,1269,in,16,1
94,f,yes,yes,yes,yes,yes,1,0,531,in,8,1
100,f,yes,yes,yes,yes,yes,1,0,2625,out,52,1
63,f,yes,yes,yes,yes,yes,1,0,1173,out,100,1
77,m,yes,yes,yes,yes,yes,1,0,2933,out,53,1
90,m,yes,yes,yes,yes,yes,1,0,464,in,47,1
74,m,yes,yes,yes,yes,yes,1,0,1430,out,74,1
80,f,yes,no,yes,yes,yes,1,0,918,in,30,1
95,m,no,yes,yes,yes,yes,1,0,527,out,93,1
76,m,yes,yes,yes,yes,yes,1,0,1764,out,54,1
70,f,yes,yes,yes,yes,no,1,0,1980,in,49,1
94,m,no,yes,yes,yes,yes,1,0,950,in,47,1
92,m,no,yes,yes,yes,yes,1,0,35,out,88,1
72,f,no,yes,yes,yes,yes,1,0,1705,out,81,1
87,m,yes,yes,yes,yes,yes,1,0,2106,in,3,1
68,f,yes,yes,yes,yes,no,1,0,117,out,80,1
86,f,yes,yes,yes,no,yes,1,0,1473,in,34,1
79,f,yes,yes,yes,yes,yes,1,0,2527,out,80,1
72,f,yes,yes,yes,yes,yes,1,0,90,out,58,1
74,f,yes,yes,yes,yes,yes,1,0,1308,in,39,1
85,m,yes,yes,yes,yes,yes,1,0,507,out,58,1
98,m,yes,yes,yes,yes,yes,1,0,1656,in,40,1
75,m,yes,yes,yes,yes,yes,1,0,1895,out,56,1
88,m,yes,yes,yes,yes,yes,1,0,629,in,19,1
93,f,yes,yes,yes,no,yes,1,0,2989,out,61,1
64,f,yes,yes,yes,yes,yes,1,0,2258,in,39,1
79,f,yes,yes,yes,no,yes,1,0,2148,in,18,1
88,m,yes,yes,no,yes,yes,1,0,2315,in,26,1
75,m,yes,yes,yes,yes,yes,1,0,610,in,18,1
97,f,yes,yes,yes,no,yes,1,0,826,in,41,1
81,f,yes,yes,yes,yes,yes,1,0,2211,out,76,1
78,m,yes,yes,yes,yes,yes,1,0,1451,in,15,1
85,m,yes,yes,yes,yes,yes,1,0,2134,in,41,1
68,f,yes,yes,yes,yes,yes,1,0,1907,out,52,1
100,m,yes,yes,yes,yes,no,1,0,415,out,50,1
97,m,yes,yes,yes,yes,yes,1,0,644,in,30,1
80,m,yes,yes,yes,yes,no,1,0,1544,in,45,1
82,f,yes,yes,yes,yes,yes,1,0,215,in,26,1
76,m,yes,yes,no,yes,yes,1,0,710,in,16,1
75,m,yes,yes,yes,yes,yes,1,0,1418,out,55,1
98,f,yes,yes,yes,yes,yes,1,0,1632,out,62,1
98,m,yes,yes,yes,yes,no,1,0,2178,out,56,1
67,f,yes,yes,yes,yes,no,1,0,255,out,60,1
71,f,yes,yes,no,yes,yes,1,0,1958,out,89,1
78,m,yes,yes,yes,yes,no,1,0,2554,out,80,1
80,m,yes,no,yes,yes,yes,1,0,2311,out,69,1
75,m,yes,yes,yes,yes,yes,1,0,1802,out,57,1
89,m,yes,no,yes,yes,yes,1,0,1425,in,41,1
76,m,yes,yes,yes,yes,yes,1,0,901,out,98,1
79,m,yes,yes,yes,yes,yes,1,0,2289,in,27,1
79,m,yes,yes,yes,yes,yes,1,0,2104,in,3,1
65,f,yes,yes,yes,yes,yes,1,0,1195,out,96,1
72,f,yes,yes,yes,yes,no,1,0,1072,out,92,1
87,m,yes,yes,yes,yes,yes,1,0,2369,out,53,1
74,m,yes,yes,no,yes,yes,1,0,375,out,66,1
73,f,yes,yes,yes,yes,yes,1,0,2955,in,6,1
66,m,yes,yes,yes,yes,yes,1,0,120,out,76,1
78,f,no,yes,yes,yes,yes,1,0,2930,in,29,1
68,f,yes,yes,yes,yes,yes,1,0,1429,out,54,1
78,f,yes,yes,yes,yes,yes,1,0,126,out,79,1
79,f,yes,yes,yes,yes,no,1,0,1498,in,16,1
82,f,yes,yes,yes,no,yes,1,0,1902,in,38,1
70,m,yes,yes,yes,yes,no,1,0,2551,in,10,1
80,m,yes,yes,yes,yes,yes,1,0,317,out,57,1
68,f,yes,yes,yes,no,yes,1,0,2423,in,39,1
64,f,yes,yes,yes,yes,yes,1,0,394,out,61,1
67,m,yes,yes,yes,no,yes,1,0,857,out,76,1
82,f,yes,yes,yes,yes,yes,1,0,424,out,99,1
74,f,yes,yes,yes,yes,no,1,0,730,in,20,1
83,m,yes,yes,yes,yes,yes,1,0,2244,out,79,1
100,f,yes,no,yes,yes,yes,1,0,1347,in,4,1
75,m,yes,yes,yes,yes,yes,1,0,1685,in,18,1
79,f,yes,yes,yes,yes,yes,1,0,1470,out,57,1
79,f,no,yes,yes,yes,yes,1,0,2895,out,91,1
94,m,yes,yes,yes,yes,yes,1,0,948,out,58,1
96,m,yes,yes,yes,yes,yes,1,0,925,out,61,1
97,m,yes,yes,yes,yes,yes,1,0,437,in,13,1
94,f,yes,yes,no,yes,yes,1,0,2690,in,35,1
63,f,yes,yes,yes,no,yes,1,0,2167,out,91,1
70,f,yes,yes,yes,yes,yes,1,0,2834,out,77,1
74,f,yes,yes,yes,yes,yes,1,0,1626,in,32,1
68,f,yes,yes,yes,yes,yes,1,0,2775,out,59,1
93,f,yes,no,yes,yes,yes,1,0,1425,in,27,1
93,f,yes,yes,yes,yes,yes,1,0,1193,in,37,1
70,m,yes,yes,yes,yes,yes,1,0,1627,in,38,1
100,m,yes,yes,yes,yes,yes,1,0,2150,out,59,1
78,m,yes,yes,yes,no,yes,1,0,1669,out,68,1
96,m,no,yes,yes,yes,yes,1,0,463,in,45,1
87,f,yes,yes,yes,yes,yes,1,0,492,in,42,1
75,m,yes,yes,no,yes,yes,1,0,44,out,54,1
72,m,yes,yes,no,yes,yes,1,0,1572,in,22,1
89,m,yes,no,yes,yes,yes,1,0,2098,in,27,1
94,f,yes,no,yes,yes,yes,1,0,2762,in,14,1
76,f,yes,yes,yes,yes,yes,1,0,717,out,71,1
79,f,yes,yes,yes,yes,yes,1,0,806,in,30,1
72,f,yes,yes,no,yes,yes,1,0,203,out,98,1
97,m,yes,yes,no,yes,yes,1,0,2304,in,18,1
71,m,yes,yes,yes,yes,yes,1,0,2239,in,8,1
97,m,yes,yes,yes,yes,yes,1,0,40,in,37,1
83,m,yes,no,yes,yes,yes,1,0,1496,out,93,1
77,m,yes,yes,yes,no,yes,1,0,2627,in,45,1
82,m,yes,yes,yes,no,yes,1,0,837,out,95,1
78,m,yes,yes,yes,yes,yes,1,0,2283,in,34,1
69,m,yes,yes,yes,yes,yes,1,0,2032,out,80,1
82,m,yes,yes,yes,yes,no,1,0,2931,out,82,1
97,f,yes,no,yes,yes,yes,1,0,1258,in,43,1
92,f,yes,yes,yes,yes,yes,1,0,589,in,49,1
92,m,yes,yes,yes,yes,no,1,0,325,out,61,1
99,m,yes,yes,no,yes,yes,1,0,2409,out,72,1
96,f,yes,yes,yes,yes,yes,1,0,2512,in,39,1
97,m,yes,yes,yes,yes,yes,1,0,1881,in,8,1
73,f,yes,no,yes,yes,yes,1,0,2450,out,64,1
74,m,yes,yes,yes,yes,yes,1,0,2392,out,90,1
89,f,yes,yes,no,yes,yes,1,0,2141,out,69,1
96,f,yes,yes,yes,yes,no,1,0,1715,out,84,1
91,m,yes,yes,yes,yes,no,1,0,2650,out,98,1
96,f,yes,yes,no,yes,yes,1,0,1454,in,31,1
78,f,yes,yes,yes,no,yes,1,0,318,in,38,1
81,f,yes,yes,yes,yes,yes,1,0,2679,out,93,1
91,f,yes,yes,yes,yes,yes,1,0,2294,out,83,1
60,f,no,yes,yes,yes,yes,1,0,1414,in,7,1
61,f,yes,yes,yes,yes,yes,1,0,1779,out,71,1
66,m,yes,yes,yes,no,yes,1,0,433,out,64,1
78,f,yes,no,yes,yes,yes,1,0,2020,in,16,1
100,m,yes,yes,yes,yes,yes,1,0,1492,out,76,1
100,f,yes,yes,yes,yes,yes,1,0,2781,in,14,1
60,f,no,yes,yes,yes,yes,1,0,1358,in,22,1
77,f,yes,yes,yes,no,yes,1,0,1780,out,60,1
67,f,yes,yes,yes,yes,yes,1,0,1158,out,99,1
75,f,yes,yes,yes,yes,yes,1,0,1138,out,66,1
99,m,yes,yes,yes,yes,yes,1,0,2885,in,45,1
86,m,yes,yes,no,yes,yes,1,0,1054,in,19,1
66,m,yes,no,yes,yes,yes,1,0,2085,out,57,1
85,f,no,yes,yes,yes,yes,1,0,471,in,45,1
68,f,yes,no,yes,yes,yes,1,0,694,out,90,1
100,f,yes,yes,yes,yes,no,1,0,562,out,93,1
88,m,no,yes,yes,yes,yes,1,0,1439,in,37,1
100,f,yes,yes,yes,no,yes,1,0,1832,out,52,1
77,m,yes,yes,no,yes,yes,1,0,1342,in,33,1
77,m,no,yes,yes,yes,yes,1,0,2007,in,28,1
86,f,yes,yes,yes,yes,yes,1,0,118,out,66,1
64,f,yes,yes,yes,yes,yes,1,0,316,in,44,1
98,m,no,yes,yes,yes,yes,1,0,2739,in,19,1
83,m,yes,no,yes,yes,yes,1,0,212,in,24,1
75,f,yes,yes,yes,yes,yes,1,0,2756,out,100,1
95,m,yes,yes,yes,yes,yes,1,0,2483,in,42,1
73,m,yes,yes,yes,yes,yes,1,0,634,out,69,1
97,f,yes,yes,yes,yes,yes,1,0,1529,in,15,1
96,f,yes,yes,yes,yes,no,1,0,2024,in,18,1
98,f,yes,no,yes,yes,yes,1,0,449,out,64,1
83,f,yes,yes,yes,yes,yes,1,0,226,in,44,1
66,m,yes,yes,yes,yes,yes,1,0,2806,out,56,1
63,f,yes,yes,yes,yes,yes,1,0,1617,out,66,1
63,f,yes,no,yes,yes,yes,1,0,216,in,14,1
97,f,yes,yes,yes,yes,yes,1,0,342,in,0,1
77,m,no,yes,yes,yes,yes,1,0,449,out,99,1
99,f,yes,yes,yes,yes,yes,1,0,2370,in,12,1
83,f,yes,yes,yes,yes,no,1,0,2733,in,4,1
86,m,yes,yes,yes,yes,no,1,0,685,in,11,1
67,f,yes,yes,yes,yes,yes,1,0,1237,out,71,1
62,f,yes,yes,yes,yes,yes,1,0,366,in,46,1
65,f,yes,yes,yes,yes,yes,1,0,1075,out,52,1
63,f,yes,yes,yes,yes,yes,1,0,224,in,44,1
76,m,yes,yes,yes,yes,yes,1,0,352,in,30,1
92,m,yes,yes,yes,yes,no,1,0,426,in,46,1
100,f,yes,yes,yes,yes,yes,1,0,74,in,35,1
70,f,yes,yes,yes,no,yes,1,0,703,out,77,1
73,f,yes,yes,yes,yes,no,1,0,1714,out,54,1
88,m,yes,yes,yes,yes,yes,1,0,1355,in,3,1
87,m,yes,yes,yes,yes,yes,1,0,91,out,94,1
74,m,yes,yes,yes,yes,yes,1,0,863,out,65,1
77,f,no,yes,yes,yes,yes,1,0,1275,out,95,1
69,m,yes,yes,yes,yes,no,1,0,1134,out,82,1
67,f,yes,yes,yes,yes,yes,1,0,261,in,23,1
90,m,yes,yes,yes,no,yes,1,0,2882,out,52,1
69,m,yes,yes,yes,yes,yes,1,0,1847,in,44,1
83,m,yes,yes,yes,yes,yes,1,0,2324,out,53,1
73,m,yes,yes,yes,yes,yes,1,0,288,out,81,1
90,f,yes,yes,yes,yes,yes,1,0,1415,out,95,1
70,m,yes,yes,yes,yes,yes,1,0,1930,out,62,1
79,m,no,yes,yes,yes,yes,1,0,2940,in,5,1
76,f,yes,yes,yes,yes,yes,1,0,18,out,79,1
78,m,yes,yes,yes,yes,yes,1,0,739,out,75,1
63,f,yes,yes,yes,no,yes,1,0,1908,in,49,1
87,m,yes,yes,yes,yes,yes,1,0,2584,out,54,1
83,f,yes,yes,yes,yes,no,1,0,997,out,51,1
96,m,yes,yes,yes,no,yes,1,0,2394,out,99,1
88,f,yes,yes,yes,yes,yes,1,0,2699,in,23,1
79,m,yes,yes,yes,yes,yes,1,0,1161,in,42,1
82,f,yes,no,yes,yes,yes,1,0,2713,in,27,1
72,m,yes,yes,no,yes,yes,1,0,727,out,66,1
72,f,yes,yes,yes,no,yes,1,0,2536,in,24,1
67,f,yes,yes,yes,yes,yes,1,0,1850,out,59,1
67,m,yes,yes,yes,yes,yes,1,0,1632,out,63,1
67,m,yes,yes,yes,yes,yes,1,0,2216,in,4,1
73,m,yes,yes,yes,yes,yes,1,0,28,in,15,1
84,m,no,yes,yes,yes,yes,1,0,2954,in,8,1
