age,gender,paid_contribution_1,paid_contribution_2,paid_contribution_3,paid_contribution_4,paid_contribution_5,is_spouse,is_absent,capital_resources,patient_type,distance_to_hospital,Label
87,m,yes,no,yes,yes,yes,1,0,2519,in,6,1
73,m,yes,yes,yes,yes,yes,1,0,552,out,61,1
91,m,no,yes,yes,yes,yes,1,0,453,in,26,1
85,f,yes,yes,yes,yes,no,1,0,2882,in,35,1
81,m,yes,no,yes,yes,yes,1,0,2408,out,80,1
83,m,no,yes,yes,yes,yes,1,0,1580,in,17,1
73,m,yes,yes,yes,no,yes,1,0,1519,in,9,1
71,m,yes,yes,yes,yes,yes,1,0,1140,out,62,1
82,m,yes,no,yes,yes,yes,1,0,2447,out,95,1
96,m,yes,yes,yes,yes,yes,1,0,2523,out,50,1
69,f,yes,yes,yes,yes,yes,1,0,238,out,53,1
74,m,yes,no,yes,yes,yes,1,0,1394,in,18,1
81,m,yes,yes,yes,no,yes,1,0,679,out,50,1
99,m,no,yes,yes,yes,yes,1,0,2864,in,13,1
86,m,yes,yes,yes,yes,yes,1,0,1253,in,45,1
90,m,yes,yes,yes,yes,yes,1,0,1992,in,29,1
72,f,yes,no,yes,yes,yes,1,0,2477,in,0,1
92,f,yes,yes,yes,yes,yes,1,0,1518,in,24,1
60,f,yes,yes,yes,yes,yes,1,0,2794,out,86,1
85,m,yes,no,yes,yes,yes,1,0,267,out,68,1
70,m,yes,yes,yes,yes,yes,1,0,1084,out,78,1
69,f,yes,yes,yes,yes,yes,1,0,629,out,78,1
69,m,yes,no,yes,yes,yes,1,0,1574,in,0,1
82,f,yes,yes,yes,no,yes,1,0,1963,out,70,1
77,m,yes,yes,yes,yes,yes,1,0,1736,out,90,1
70,m,yes,no,yes,yes,yes,1,0,2137,out,100,1
84,f,yes,yes,yes,no,yes,1,0,746,out,72,1
60,f,yes,yes,yes,yes,no,1,0,2631,out,55,1
88,f,yes,yes,yes,no,yes,1,0,1303,out,98,1
81,m,yes,yes,yes,no,yes,1,0,62,out,84,1
99,f,yes,yes,yes,yes,no,1,0,1813,out,65,1
89,f,yes,yes,yes,yes,yes,1,0,1615,in,27,1
62,f,yes,yes,yes,no,yes,1,0,524,in,39,1
98,m,yes,yes,yes,yes,yes,1,0,412,in,39,1
68,m,yes,yes,yes,yes,yes,1,0,1788,out,50,1
94,f,yes,yes,yes,yes,yes,1,0,2059,out,85,1
83,f,yes,yes,yes,yes,yes,1,0,2175,out,66,1
97,m,yes,yes,yes,yes,yes,1,0,2494,out,98,1
76,m,yes,yes,no,yes,yes,1,0,2618,in,32,1
60,f,yes,no,yes,yes,yes,1,0,2449,in,19,1
77,f,yes,yes,yes,no,yes,1,0,1581,in,45,1
74,f,yes,yes,yes,yes,yes,1,0,1943,out,79,1
68,m,yes,yes,yes,yes,yes,1,0,417,out,88,1
94,m,no,yes,yes,yes,yes,1,0,1140,out,50,1
94,m,no,yes,yes,yes,yes,1,0,959,in,36,1
88,m,yes,yes,yes,yes,no,1,0,1288,out,69,1
70,f,yes,yes,yes,yes,yes,1,0,2654,out,62,1
78,m,yes,yes,no,yes,yes,1,0,2983,out,95,1
71,m,yes,yes,yes,yes,yes,1,0,1323,out,84,1
62,f,no,yes,yes,yes,yes,1,0,747,out,64,1
97,f,yes,yes,yes,no,yes,1,0,1608,in,24,1
84,f,yes,no,yes,yes,yes,1,0,1766,out,56,1
100,f,yes,yes,no,yes,yes,1,0,488,in,33,1
96,m,yes,yes,yes,yes,yes,1,0,822,out,95,1
76,f,yes,yes,yes,yes,yes,1,0,1514,in,41,1
89,m,yes,yes,yes,yes,yes,1,0,1394,in,29,1
100,m,yes,yes,yes,yes,no,1,0,1576,out,60,1
74,m,yes,yes,yes,yes,yes,1,0,2854,out,81,1
96,m,yes,yes,yes,yes,yes,1,0,773,in,30,1
82,m,yes,yes,yes,yes,no,1,0,1143,in,9,1
79,m,yes,yes,yes,yes,yes,1,0,1135,out,82,1
80,f,no,yes,yes,yes,yes,1,0,454,out,72,1
75,m,yes,yes,no,yes,yes,1,0,1820,out,61,1
74,m,yes,yes,yes,yes,yes,1,0,2719,in,13,1
96,m,yes,yes,yes,yes,yes,1,0,1646,in,37,1
65,f,yes,yes,no,yes,yes,1,0,839,out,78,1
98,m,yes,yes,yes,yes,yes,1,0,1093,out,96,1
95,m,no,yes,yes,yes,yes,1,0,1241,out,52,1
99,m,yes,yes,yes,no,yes,1,0,634,in,8,1
90,f,yes,yes,yes,yes,yes,1,0,191,out,80,1
65,f,yes,yes,yes,yes,yes,1,0,2689,out,82,1
76,f,yes,yes,yes,yes,yes,1,0,407,out,88,1
82,m,yes,yes,yes,no,yes,1,0,1755,in,9,1
79,f,yes,yes,yes,yes,yes,1,0,1328,in,49,1
60,f,yes,yes,yes,yes,yes,1,0,2252,in,4,1
72,f,yes,no,yes,yes,yes,1,0,2152,out,63,1
78,m,yes,yes,yes,yes,yes,1,0,1577,in,10,1
81,f,yes,yes,yes,yes,no,1,0,2352,out,81,1
89,m,yes,no,yes,yes,yes,1,0,1815,out,95,1
84,m,yes,yes,no,yes,yes,1,0,2571,in,11,1
68,f,yes,yes,yes,no,yes,1,0,2012,in,33,1
67,f,yes,yes,yes,no,yes,1,0,2284,out,82,1
98,f,yes,yes,yes,yes,yes,1,0,1290,in,40,1
85,f,yes,yes,yes,yes,yes,1,0,2708,in,25,1
91,f,yes,yes,yes,yes,yes,1,0,724,out,99,1
86,f,yes,yes,yes,yes,yes,1,0,1167,out,53,1
98,m,yes,yes,no,yes,yes,1,0,2886,out,92,1
100,m,yes,yes,yes,yes,no,1,0,2493,in,30,1
84,f,yes,no,yes,yes,yes,1,0,421,out,75,1
75,f,yes,yes,yes,yes,yes,1,0,321,out,50,1
83,f,yes,yes,yes,no,yes,1,0,2557,out,92,1
67,f,yes,yes,yes,yes,yes,1,0,1768,out,89,1
82,m,yes,yes,yes,yes,yes,1,0,2181,in,35,1
80,m,yes,yes,no,yes,yes,1,0,1236,out,92,1
73,f,yes,yes,yes,yes,yes,1,0,2315,out,62,1
92,m,yes,yes,yes,yes,yes,1,0,1302,in,39,1
98,m,yes,yes,yes,yes,no,1,0,1730,out,57,1
92,f,yes,no,yes,yes,yes,1,0,2332,out,89,1
96,m,yes,yes,yes,yes,yes,1,0,1497,out,88,1
72,f,yes,yes,no,yes,yes,1,0,2052,out,59,1
72,f,yes,yes,no,yes,yes,1,0,1085,in,18,1
93,m,yes,yes,yes,yes,no,1,0,275,out,93,1
82,m,yes,yes,yes,yes,yes,1,0,1885,out,79,1
67,f,yes,yes,yes,yes,no,1,0,2253,in,46,1
96,m,yes,yes,yes,yes,no,1,0,1526,in,18,1
90,m,yes,yes,no,yes,yes,1,0,2372,in,35,1
88,f,no,yes,yes,yes,yes,1,0,1626,in,30,1
90,m,yes,yes,yes,yes,yes,1,0,2579,in,20,1
92,m,yes,yes,yes,yes,yes,1,0,548,in,7,1
76,f,yes,yes,yes,no,yes,1,0,2526,in,42,1
97,m,yes,yes,no,yes,yes,1,0,2202,in,17,1
92,m,yes,yes,yes,yes,yes,1,0,1091,in,42,1
65,f,yes,yes,yes,yes,yes,1,0,676,in,14,1
76,f,yes,yes,yes,yes,no,1,0,2491,out,58,1
78,m,yes,yes,yes,yes,no,1,0,2977,in,4,1
60,f,yes,yes,yes,yes,yes,1,0,2419,in,36,1
90,m,yes,yes,yes,yes,yes,1,0,2354,out,56,1
90,m,yes,yes,yes,yes,yes,1,0,2089,out,75,1
84,m,yes,yes,yes,yes,yes,1,0,2463,in,1,1
93,m,yes,yes,yes,yes,yes,1,0,1093,out,66,1
100,f,yes,yes,yes,yes,yes,1,0,2230,out,86,1
81,f,yes,yes,yes,yes,yes,1,0,802,out,76,1
100,m,yes,yes,yes,yes,yes,1,0,1299,out,82,1
74,m,yes,yes,yes,yes,no,1,0,2732,in,20,1
69,f,yes,yes,yes,yes,yes,1,0,1821,in,12,1
82,m,yes,yes,yes,yes,no,1,0,1586,in,0,1
99,m,yes,yes,yes,yes,yes,1,0,838,out,54,1
68,m,yes,yes,no,yes,yes,1,0,1445,in,0,1
81,m,no,yes,yes,yes,yes,1,0,617,out,51,1
88,f,yes,yes,yes,yes,yes,1,0,169,in,47,1
66,f,yes,yes,yes,no,yes,1,0,2217,out,53,1
75,m,yes,yes,yes,yes,yes,1,0,1242,in,5,1
75,f,yes,yes,no,yes,yes,1,0,1584,in,14,1
80,m,yes,yes,no,yes,yes,1,0,2327,out,96,1
74,f,no,yes,yes,yes,yes,1,0,1354,in,15,1
72,m,yes,yes,no,yes,yes,1,0,738,in,6,1
86,m,yes,yes,yes,yes,yes,1,0,682,in,49,1
96,m,yes,yes,yes,yes,yes,1,0,2919,out,56,1
78,f,yes,yes,yes,yes,yes,1,0,1739,out,95,1
82,m,yes,yes,yes,yes,yes,1,0,2016,out,90,1
87,f,yes,yes,yes,no,yes,1,0,404,in,47,1
94,m,yes,yes,yes,yes,yes,1,0,1514,in,6,1
98,f,yes,yes,yes,yes,yes,1,0,2090,out,62,1
72,m,yes,no,yes,yes,yes,1,0,240,in,7,1
91,m,yes,yes,yes,yes,yes,1,0,2485,out,88,1
79,m,yes,no,yes,yes,yes,1,0,2273,in,36,1
61,f,yes,yes,yes,yes,no,1,0,140,out,50,1
86,m,yes,yes,yes,yes,yes,1,0,2536,in,29,1
90,m,yes,yes,no,yes,yes,1,0,2619,in,37,1
73,f,yes,yes,yes,yes,yes,1,0,438,in,38,1
61,f,yes,yes,no,yes,yes,1,0,1272,in,7,1
86,m,yes,yes,yes,yes,yes,1,0,1504,out,64,1
71,m,yes,yes,no,yes,yes,1,0,1252,out,83,1
82,f,yes,no,yes,yes,yes,1,0,1891,out,73,1
72,f,yes,yes,yes,yes,yes,1,0,929,in,47,1
98,m,yes,yes,yes,yes,yes,1,0,1316,in,23,1
96,m,yes,yes,yes,yes,yes,1,0,650,in,14,1
75,m,yes,yes,yes,yes,no,1,0,2616,out,92,1
76,m,yes,yes,yes,yes,yes,1,0,397,in,46,1
69,m,yes,yes,yes,yes,no,1,0,1338,in,21,1
84,m,yes,yes,yes,yes,yes,1,0,1154,out,56,1
69,m,yes,yes,no,yes,yes,1,0,119,in,18,1
78,f,no,yes,yes,yes,yes,1,0,1080,in,19,1
82,f,yes,yes,yes,yes,yes,1,0,2067,in,16,1
95,m,yes,yes,yes,yes,yes,1,0,1512,out,96,1
93,f,yes,yes,yes,yes,yes,1,0,1278,in,13,1
90,f,yes,yes,no,yes,yes,1,0,2956,in,15,1
70,m,no,yes,yes,yes,yes,1,0,145,out,73,1
99,m,no,yes,yes,yes,yes,1,0,911,out,99,1
69,m,yes,yes,yes,yes,no,1,0,973,in,0,1
65,m,yes,yes,yes,yes,yes,1,0,740,in,28,1
91,m,yes,yes,yes,yes,no,1,0,825,out,64,1
73,f,yes,yes,yes,yes,yes,1,0,1806,out,88,1
97,m,yes,no,yes,yes,yes,1,0,2127,in,10,1
87,m,yes,yes,yes,yes,yes,1,0,1380,out,78,1
83,m,yes,yes,yes,no,yes,1,0,2162,out,99,1
93,f,yes,yes,yes,yes,yes,1,0,1402,in,22,1
80,f,yes,yes,yes,yes,yes,1,0,434,in,29,1
83,m,yes,yes,yes,yes,yes,1,0,1863,in,30,1
65,m,yes,yes,yes,yes,yes,1,0,448,out,76,1
72,m,yes,yes,yes,yes,yes,1,0,2580,in,10,1
75,f,yes,yes,yes,yes,yes,1,0,2171,in,31,1
60,f,yes,yes,yes,yes,yes,1,0,1061,in,12,1
69,m,yes,yes,yes,yes,no,1,0,2713,out,67,1
90,f,yes,yes,no,yes,yes,1,0,2652,out,57,1
84,f,yes,yes,yes,yes,yes,1,0,1103,in,29,1
73,f,yes,yes,no,yes,yes,1,0,15,out,80,1
83,m,yes,yes,yes,yes,yes,1,0,2537,out,79,1
87,f,no,yes,yes,yes,yes,1,0,2067,in,35,1
95,f,yes,no,yes,yes,yes,1,0,299,in,26,1
90,f,yes,yes,yes,no,yes,1,0,319,out,100,1
98,m,yes,yes,yes,yes,yes,1,0,2099,in,15,1
75,m,yes,yes,no,yes,yes,1,0,855,out,92,1
83,m,yes,yes,no,yes,yes,1,0,2240,out,75,1
80,f,yes,yes,yes,yes,yes,1,0,154,in,5,1
93,m,yes,yes,no,yes,yes,1,0,2568,in,21,1
96,m,yes,yes,yes,yes,no,1,0,1507,in,11,1
71,f,yes,yes,yes,yes,yes,1,0,535,out,94,1
96,m,no,yes,yes,yes,yes,1,0,1953,out,100,1
97,f,yes,no,yes,yes,yes,1,0,2571,out,52,1
72,f,yes,yes,yes,yes,no,1,0,2690,out,60,1
88,f,yes,yes,yes,yes,yes,1,0,2689,out,80,1
70,f,yes,yes,yes,yes,yes,1,0,2235,in,23,1
68,m,yes,yes,yes,yes,yes,1,0,1,out,58,1
70,m,yes,yes,yes,yes,yes,1,0,2483,out,60,1
61,f,yes,yes,yes,yes,yes,1,0,428,out,94,1
66,m,yes,yes,yes,yes,yes,1,0,2647,out,78,1
83,m,yes,yes,yes,yes,yes,1,0,2687,out,59,1
61,f,yes,yes,no,yes,yes,1,0,287,in,10,1
99,f,yes,yes,yes,yes,yes,1,0,2401,in,27,1
74,m,yes,yes,yes,no,yes,1,0,1191,out,74,1
69,f,yes,yes,no,yes,yes,1,0,843,in,39,1
66,m,yes,yes,yes,yes,yes,1,0,2158,out,91,1
90,m,yes,yes,yes,yes,yes,1,0,139,out,98,1
72,f,yes,no,yes,yes,yes,1,0,2121,in,12,1
99,m,yes,yes,yes,yes,yes,1,0,2643,in,13,1
61,f,yes,yes,yes,yes,yes,1,0,1585,in,45,1
74,f,yes,yes,yes,yes,yes,1,0,800,out,99,1
77,f,yes,yes,no,yes,yes,1,0,2719,out,58,1
77,f,yes,no,yes,yes,yes,1,0,2769,out,71,1
73,f,yes,yes,yes,yes,no,1,0,2365,in,19,1
79,m,yes,yes,yes,no,yes,1,0,2899,in,19,1
77,f,yes,yes,yes,no,yes,1,0,1095,out,100,1
94,f,yes,yes,yes,yes,no,1,0,2100,in,24,1
65,f,yes,yes,yes,yes,no,1,0,336,in,35,1
75,f,yes,yes,yes,yes,yes,1,0,2512,in,11,1
88,m,yes,yes,yes,no,yes,1,0,574,out,69,1
61,f,yes,no,yes,yes,yes,1,0,745,out,87,1
90,f,yes,yes,yes,yes,yes,1,0,502,out,74,1
88,f,yes,yes,yes,yes,yes,1,0,2700,out,58,1
84,m,no,yes,yes,yes,yes,1,0,140,in,25,1
91,m,yes,yes,yes,yes,yes,1,0,1949,in,21,1
100,f,yes,yes,yes,yes,yes,1,0,1742,out,79,1
71,m,yes,yes,yes,yes,yes,1,0,2187,out,87,1
88,m,yes,yes,yes,yes,no,1,0,635,in,41,1
70,f,yes,yes,yes,no,yes,1,0,913,in,44,1
78,f,yes,yes,yes,yes,yes,1,0,2867,in,37,1
98,f,yes,yes,yes,yes,yes,1,0,268,in,10,1
69,m,yes,yes,yes,yes,yes,1,0,180,in,45,1
87,m,yes,yes,yes,yes,no,1,0,281,out,85,1
92,f,yes,yes,yes,no,yes,1,0,1248,out,95,1
86,f,yes,yes,yes,yes,no,1,0,411,in,30,1
90,f,yes,yes,yes,no,yes,1,0,911,out,85,1
98,f,yes,yes,yes,yes,yes,1,0,36,out,76,1
76,f,yes,yes,yes,no,yes,1,0,2794,out,71,1
72,f,no,yes,yes,yes,yes,1,0,1150,out,64,1
86,m,yes,yes,yes,yes,yes,1,0,1573,in,25,1
74,m,yes,yes,no,yes,yes,1,0,1734,in,20,1
61,f,yes,yes,yes,yes,yes,1,0,1479,in,0,1
65,f,yes,yes,yes,yes,yes,1,0,713,in,0,1
89,m,yes,yes,yes,yes,yes,1,0,2515,out,100,1
84,m,yes,yes,yes,yes,yes,1,0,97,out,65,1
67,m,yes,yes,yes,yes,yes,1,0,875,in,28,1
76,m,yes,no,yes,yes,yes,1,0,1970,in,17,1
70,m,yes,yes,no,yes,yes,1,0,1061,in,27,1
75,f,yes,no,yes,yes,yes,1,0,880,out,70,1
75,f,yes,yes,yes,yes,yes,1,0,2605,out,55,1
67,f,yes,yes,yes,yes,yes,1,0,207,out,84,1
91,f,yes,yes,yes,yes,no,1,0,1444,out,84,1
93,f,yes,yes,yes,yes,no,1,0,95,out,97,1
76,m,yes,yes,yes,yes,yes,1,0,92,in,18,1
72,f,yes,yes,yes,yes,yes,1,0,945,out,89,1
68,m,yes,no,yes,yes,yes,1,0,2282,in,27,1
77,f,yes,yes,yes,no,yes,1,0,2602,out,51,1
84,m,yes,yes,yes,yes,yes,1,0,381,out,80,1
83,f,yes,yes,yes,yes,yes,1,0,2516,out,72,1
61,f,yes,no,yes,yes,yes,1,0,1815,out,64,1
95,m,no,yes,yes,yes,yes,1,0,2654,in,24,1
87,m,yes,yes,yes,yes,no,1,0,2201,in,36,1
68,f,yes,yes,yes,yes,no,1,0,796,in,49,1
100,f,yes,yes,no,yes,yes,1,0,32,out,83,1
100,f,yes,yes,yes,yes,yes,1,0,2726,out,77,1
89,f,no,yes,yes,yes,yes,1,0,2861,in,33,1
76,m,yes,yes,yes,yes,yes,1,0,2947,out,94,1
88,m,yes,yes,yes,yes,yes,1,0,397,in,40,1
92,f,yes,yes,yes,yes,yes,1,0,2937,out,66,1
62,f,yes,yes,yes,yes,no,1,0,2836,out,50,1
83,m,yes,yes,yes,yes,yes,1,0,2963,in,31,1
75,f,yes,yes,yes,no,yes,1,0,137,in,32,1
96,f,yes,no,yes,yes,yes,1,0,2209,in,4,1
67,f,yes,yes,no,yes,yes,1,0,63,out,74,1
92,m,no,yes,yes,yes,yes,1,0,1921,out,57,1
66,f,yes,yes,yes,no,yes,1,0,2195,out,58,1
93,m,yes,yes,no,yes,yes,1,0,388,out,61,1
100,m,yes,yes,no,yes,yes,1,0,2897,in,14,1
71,m,yes,yes,yes,yes,no,1,0,2962,out,93,1
85,m,yes,yes,yes,yes,yes,1,0,1692,in,19,1
100,m,yes,yes,no,yes,yes,1,0,2326,out,85,1
70,m,no,yes,yes,yes,yes,1,0,1277,out,86,1
63,f,yes,yes,yes,no,yes,1,0,2517,out,52,1
99,f,yes,no,yes,yes,yes,1,0,693,in,35,1
87,m,yes,yes,no,yes,yes,1,0,2345,in,8,1
98,m,yes,yes,yes,yes,yes,1,0,1758,in,36,1
92,f,yes,yes,yes,yes,yes,1,0,995,in,32,1
80,m,yes,yes,yes,yes,yes,1,0,1768,in,19,1
92,f,yes,yes,yes,yes,yes,1,0,2287,in,48,1
64,f,yes,yes,yes,yes,no,1,0,2278,in,11,1
90,f,yes,yes,yes,yes,yes,1,0,1027,in,5,1
79,f,no,yes,yes,yes,yes,1,0,2021,in,41,1
82,f,yes,yes,yes,yes,no,1,0,2134,in,48,1
68,m,yes,yes,yes,yes,yes,1,0,1957,out,52,1
88,m,yes,yes,yes,yes,yes,1,0,927,in,24,1
85,f,yes,yes,yes,yes,yes,1,0,1971,in,24,1
65,f,no,yes,yes,yes,yes,1,0,1174,in,39,1
85,f,no,yes,yes,yes,yes,1,0,1970,out,88,1
76,m,yes,yes,yes,yes,no,1,0,2473,out,80,1
77,m,yes,no,yes,yes,yes,1,0,1084,in,16,1
69,m,yes,yes,yes,yes,yes,1,0,1826,out,100,1
71,m,yes,yes,yes,yes,yes,1,0,1385,out,87,1
95,f,yes,yes,yes,yes,no,1,0,2675,in,5,1
95,m,yes,yes,yes,yes,yes,1,0,680,out,67,1
96,f,yes,yes,yes,yes,yes,1,0,1855,in,17,1
88,f,yes,no,yes,yes,yes,1,0,1615,out,53,1
67,f,yes,yes,yes,yes,no,1,0,2194,out,71,1
93,f,yes,yes,yes,yes,yes,1,0,2006,out,77,1
100,m,yes,yes,yes,yes,yes,1,0,1839,in,31,1
90,m,no,yes,yes,yes,yes,1,0,37,out,88,1
69,f,yes,yes,yes,yes,yes,1,0,1487,in,36,1
72,f,yes,yes,yes,yes,yes,1,0,37,out,91,1
83,f,yes,yes,no,yes,yes,1,0,367,in,17,1
68,m,yes,yes,no,yes,yes,1,0,26,in,47,1
85,f,no,yes,yes,yes,yes,1,0,288,in,23,1
88,f,yes,no,yes,yes,yes,1,0,1018,out,93,1
100,f,yes,yes,yes,yes,yes,1,0,2702,in,47,1
96,m,yes,yes,no,yes,yes,1,0,2926,in,6,1
72,m,yes,yes,yes,yes,yes,1,0,845,out,96,1
81,f,yes,yes,yes,yes,yes,1,0,2749,out,78,1
75,f,yes,yes,yes,no,yes,1,0,1124,out,67,1
70,f,no,yes,yes,yes,yes,1,0,1998,in,48,1
75,m,yes,yes,yes,yes,no,1,0,1284,out,54,1
81,m,yes,yes,yes,yes,yes,1,0,2628,out,85,1
97,m,yes,yes,yes,no,yes,1,0,2435,out,79,1
63,f,yes,yes,yes,yes,yes,1,0,279,out,83,1
96,m,yes,no,yes,yes,yes,1,0,1422,out,99,1
100,f,yes,yes,no,yes,yes,1,0,458,out,99,1
60,f,yes,yes,yes,yes,yes,1,0,209,out,51,1
98,m,yes,yes,yes,yes,no,1,0,1970,out,60,1
95,m,yes,yes,yes,no,yes,1,0,479,out,82,1
73,f,yes,yes,yes,yes,yes,1,0,1185,in,45,1
68,f,yes,yes,yes,yes,yes,1,0,792,out,75,1
85,f,yes,yes,no,yes,yes,1,0,2631,in,18,1
87,f,yes,yes,yes,yes,no,1,0,882,in,45,1
98,m,yes,yes,yes,no,yes,1,0,951,out,92,1
68,m,yes,yes,yes,yes,yes,1,0,1709,in,40,1
76,m,yes,yes,yes,yes,yes,1,0,1646,out,83,1
86,m,yes,yes,yes,yes,no,1,0,2232,out,57,1
83,f,yes,yes,yes,yes,yes,1,0,2148,in,1,1
85,m,yes,yes,yes,yes,yes,1,0,1464,in,8,1
81,m,yes,yes,yes,yes,no,1,0,1544,in,12,1
65,m,yes,yes,yes,yes,yes,1,0,209,in,37,1
73,f,yes,yes,yes,no,yes,1,0,306,out,97,1
72,m,no,yes,yes,yes,yes,1,0,434,out,66,1
76,m,yes,yes,yes,yes,yes,1,0,2693,in,21,1
93,f,yes,yes,yes,yes,yes,1,0,1666,out,100,1
78,m,yes,yes,yes,no,yes,1,0,1619,out,57,1
99,f,yes,yes,yes,yes,yes,1,0,932,out,52,1
87,f,yes,yes,no,yes,yes,1,0,1866,in,16,1
85,m,yes,no,yes,yes,yes,1,0,923,in,8,1
76,f,yes,yes,yes,yes,yes,1,0,601,out,79,1
90,f,yes,yes,yes,yes,yes,1,0,977,in,8,1
72,m,yes,yes,yes,yes,yes,1,0,2654,out,58,1
73,m,yes,yes,yes,yes,yes,1,0,988,in,12,1
62,f,yes,yes,no,yes,yes,1,0,312,in,20,1
96,m,yes,yes,yes,yes,no,1,0,597,in,9,1
91,m,yes,yes,yes,yes,yes,1,0,331,out,70,1
90,m,yes,yes,yes,yes,yes,1,0,1454,in,1,1
83,f,yes,yes,yes,yes,yes,1,0,1141,in,42,1
86,m,yes,yes,yes,yes,yes,1,0,1003,in,33,1
73,m,yes,yes,yes,yes,yes,1,0,2343,out,86,1
95,f,yes,yes,no,yes,yes,1,0,430,out,90,1
97,m,yes,yes,yes,yes,yes,1,0,38,in,43,1
76,m,yes,yes,yes,no,yes,1,0,1357,out,62,1
85,m,yes,yes,yes,yes,yes,1,0,1135,in,3,1
65,m,yes,no,yes,yes,yes,1,0,174,out,91,1
84,m,yes,yes,yes,yes,yes,1,0,1977,out,75,1
99,f,yes,yes,yes,yes,yes,1,0,1553,out,52,1
91,m,yes,yes,yes,yes,yes,1,0,587,out,53,1
90,m,yes,no,yes,yes,yes,1,0,2973,in,22,1
73,m,yes,yes,yes,no,yes,1,0,1064,out,63,1
87,m,yes,yes,yes,yes,no,1,0,2379,out,92,1
94,f,yes,yes,no,yes,yes,1,0,1968,out,83,1
95,f,no,yes,yes,yes,yes,1,0,1637,in,46,1
88,m,yes,yes,yes,yes,yes,1,0,2347,out,92,1
79,f,yes,yes,yes,no,yes,1,0,668,out,60,1
98,f,yes,yes,yes,yes,yes,1,0,990,out,71,1
89,m,yes,yes,yes,no,yes,1,0,719,in,2,1
62,f,yes,yes,no,yes,yes,1,0,568,out,62,1
99,f,yes,yes,yes,yes,yes,1,0,1019,out,59,1
92,m,yes,yes,yes,yes,yes,1,0,461,out,60,1
91,f,yes,yes,yes,yes,yes,1,0,1203,out,64,1
65,f,yes,yes,no,yes,yes,1,0,2400,out,54,1
81,f,yes,no,yes,yes,yes,1,0,2553,in,25,1
70,m,yes,no,yes,yes,yes,1,0,2518,out,52,1
66,f,yes,yes,yes,yes,no,1,0,2694,in,6,1
86,m,yes,yes,yes,yes,yes,1,0,2670,in,26,1
73,m,yes,yes,yes,no,yes,1,0,666,out,61,1
93,m,yes,yes,no,yes,yes,1,0,1073,in,35,1
93,f,yes,yes,no,yes,yes,1,0,766,in,2,1
80,f,no,yes,yes,yes,yes,1,0,2688,out,71,1
68,m,yes,yes,yes,yes,yes,1,0,705,out,50,1
66,m,yes,yes,yes,yes,no,1,0,2803,in,48,1
75,f,no,yes,yes,yes,yes,1,0,539,out,85,1
86,f,yes,no,yes,yes,yes,1,0,495,in,30,1
86,m,yes,yes,yes,yes,yes,1,0,2896,in,40,1
70,f,yes,yes,yes,yes,yes,1,0,2066,in,28,1
96,f,yes,yes,yes,yes,yes,1,0,453,out,53,1
65,m,yes,yes,yes,yes,yes,1,0,1450,in,37,1
83,m,yes,yes,yes,yes,yes,1,0,2787,out,61,1
93,m,no,yes,yes,yes,yes,1,0,2377,in,3,1
63,f,yes,yes,yes,yes,yes,1,0,1206,in,33,1
69,m,yes,yes,yes,yes,yes,1,0,2782,in,47,1
62,f,yes,yes,no,yes,yes,1,0,1592,in,6,1
80,m,yes,yes,yes,yes,yes,1,0,1273,out,55,1
81,f,yes,yes,yes,no,yes,1,0,1571,in,43,1
72,f,yes,yes,no,yes,yes,1,0,190,in,35,1
79,m,yes,yes,yes,yes,yes,1,0,1168,in,0,1
75,m,yes,yes,yes,yes,yes,1,0,2028,in,32,1
65,f,yes,yes,no,yes,yes,1,0,816,out,98,1
100,f,yes,yes,yes,no,yes,1,0,1998,in,43,1
72,f,yes,yes,yes,yes,yes,1,0,1163,out,96,1
79,m,yes,yes,yes,yes,yes,1,0,1666,out,67,1
97,m,yes,yes,yes,yes,yes,1,0,1696,out,61,1
97,f,yes,yes,yes,yes,no,1,0,2603,in,38,1
79,f,yes,yes,yes,no,yes,1,0,621,out,63,1
88,m,no,yes,yes,yes,yes,1,0,1861,in,1,1
84,f,yes,yes,yes,yes,yes,1,0,2199,out,95,1
77,f,yes,yes,yes,yes,yes,1,0,303,in,32,1
100,m,yes,yes,yes,yes,yes,1,0,1618,out,77,1
67,f,yes,no,yes,yes,yes,1,0,2210,out,99,1
83,f,yes,yes,yes,yes,yes,1,0,2440,out,78,1
79,f,yes,yes,yes,no,yes,1,0,907,out,99,1
87,f,yes,no,yes,yes,yes,1,0,2206,in,38,1
82,f,yes,yes,yes,yes,yes,1,0,812,in,13,1
71,f,yes,yes,yes,yes,yes,1,0,2250,in,29,1
89,m,yes,yes,yes,yes,yes,1,0,1905,in,38,1
97,f,yes,yes,yes,yes,yes,1,0,196,in,44,1
84,f,yes,yes,yes,yes,yes,1,0,586,in,6,1
98,m,yes,yes,yes,yes,yes,1,0,140,in,38,1
93,m,no,yes,yes,yes,yes,1,0,126,in,41,1
72,m,yes,yes,yes,yes,no,1,0,2294,in,41,1
97,f,yes,yes,yes,yes,yes,1,0,1520,in,41,1
87,f,yes,no,yes,yes,yes,1,0,2947,out,92,1
78,f,yes,yes,yes,no,yes,1,0,1177,out,53,1
78,f,yes,no,yes,yes,yes,1,0,2599,out,82,1
90,f,yes,yes,yes,yes,yes,1,0,392,out,89,1
94,f,yes,yes,yes,no,yes,1,0,1261,in,43,1
